Time,Robot,Move
209.052,robot15,start
209.052,robot15,stop
210.952,robot15,mov_cte
212.552,robot15,C1
215.152,robot15,stop
216.952,robot15,mov_cte
242.352,robot15,C4
243.952,robot15,stop
246.952,robot15,mov_cte
271.352,robot15,C9
272.652,robot15,stop
274.752,robot15,mov_cte
295.302,robot15,C15
296.952,robot15,stop
309.902,robot15,mov_cte
333.152,robot15,C16
334.652,robot15,stop
341.802,robot15,mov_cte
364.202,robot15,C21
365.451,robot15,stop
372.602,robot15,mov_cte
395.402,robot15,C20
396.952,robot15,stop
401.602,robot15,mov_cte
421.302,robot15,C23
424.552,robot15,stop
426.502,robot15,end
