Time,Robot,Move
212.581,robot17,start
212.581,robot17,stop
215.081,robot17,mov_cte
216.681,robot17,C1
219.031,robot17,stop
221.131,robot17,mov_cte
243.081,robot17,C4
244.731,robot17,stop
250.181,robot17,mov_cte
272.881,robot17,C9
273.631,robot17,stop
276.231,robot17,mov_cte
300.031,robot17,C15
301.431,robot17,stop
306.831,robot17,mov_cte
328.03,robot17,C16
329.831,robot17,stop
332.331,robot17,mov_cte
354.081,robot17,stop
354.831,robot17,C21
354.881,robot17,mov_cte
357.331,robot17,stop
362.88,robot17,mov_cte
385.231,robot17,C20
386.931,robot17,stop
391.631,robot17,mov_cte
411.381,robot17,C23
414.831,robot17,stop
417.131,robot17,end
