Time,Robot,Move
201.403,robot1,moving
201.409,robot1,moving
201.416,robot1,moving
201.423,robot1,moving
201.429,robot1,moving
201.436,robot1,moving
201.443,robot1,moving
201.449,robot1,moving
201.456,robot1,moving
201.463,robot1,moving
201.469,robot1,moving
201.476,robot1,moving
201.483,robot1,moving
201.489,robot1,moving
201.496,robot1,moving
201.503,robot1,moving
201.509,robot1,moving
201.516,robot1,moving
201.523,robot1,moving
201.529,robot1,moving
201.536,robot1,moving
201.543,robot1,moving
201.549,robot1,moving
201.556,robot1,moving
201.563,robot1,moving
201.569,robot1,moving
201.576,robot1,moving
201.583,robot1,moving
201.589,robot1,moving
201.596,robot1,moving
201.603,robot1,moving
201.609,robot1,moving
201.616,robot1,moving
201.623,robot1,moving
201.629,robot1,moving
201.636,robot1,moving
201.643,robot1,moving
201.649,robot1,moving
201.656,robot1,moving
201.663,robot1,moving
201.669,robot1,moving
201.676,robot1,moving
201.683,robot1,moving
201.689,robot1,moving
201.701,robot1,moving
201.703,robot1,moving
201.709,robot1,moving
201.716,robot1,moving
201.723,robot1,moving
201.73,robot1,moving
201.736,robot1,moving
201.743,robot1,moving
201.749,robot1,moving
201.756,robot1,moving
201.763,robot1,moving
201.773,robot1,moving
201.776,robot1,moving
201.783,robot1,moving
201.789,robot1,moving
201.796,robot1,moving
201.803,robot1,moving
201.809,robot1,moving
201.816,robot1,moving
201.823,robot1,moving
201.829,robot1,moving
201.836,robot1,moving
201.843,robot1,moving
201.849,robot1,moving
201.863,robot1,moving
201.869,robot1,moving
201.876,robot1,moving
201.883,robot1,moving
201.889,robot1,moving
201.896,robot1,moving
201.903,robot1,moving
201.909,robot1,moving
201.916,robot1,moving
201.923,robot1,moving
201.929,robot1,moving
201.943,robot1,moving
201.949,robot1,moving
201.956,robot1,moving
201.963,robot1,moving
201.969,robot1,moving
201.976,robot1,moving
201.989,robot1,moving
201.996,robot1,moving
202.003,robot1,moving
202.009,robot1,moving
202.016,robot1,moving
202.023,robot1,moving
202.029,robot1,moving
202.036,robot1,moving
202.043,robot1,moving
202.049,robot1,moving
202.056,robot1,moving
202.063,robot1,moving
202.069,robot1,moving
202.076,robot1,moving
202.083,robot1,moving
202.089,robot1,moving
202.096,robot1,moving
202.103,robot1,moving
202.109,robot1,moving
202.116,robot1,moving
202.123,robot1,moving
202.129,robot1,moving
202.136,robot1,moving
202.143,robot1,moving
202.148,robot1,moving
202.156,robot1,moving
202.163,robot1,moving
202.169,robot1,moving
202.176,robot1,moving
202.183,robot1,moving
202.189,robot1,moving
202.196,robot1,moving
202.203,robot1,moving
202.209,robot1,moving
202.216,robot1,moving
202.223,robot1,moving
202.229,robot1,moving
202.236,robot1,moving
202.243,robot1,moving
202.249,robot1,moving
202.256,robot1,moving
202.263,robot1,moving
202.269,robot1,moving
202.276,robot1,moving
202.283,robot1,moving
202.289,robot1,moving
202.296,robot1,moving
202.303,robot1,moving
202.309,robot1,moving
202.317,robot1,moving
202.323,robot1,moving
202.329,robot1,moving
202.336,robot1,moving
202.343,robot1,moving
202.349,robot1,moving
