Time;Name;position.x;position.y;position.z;orientation.x;orientation.y;orientation.z;orientation.w;linear.x;linear.y;linear.z;angular.x;angular.y;angular.z
195.659;robot1;-27.65005931139482;39.19767138271521;0.1065540455021602;-5.36839119337839e-05;-0.0001392009432337;-0.5646767132548601;0.8253121756334529;-0.0004486373381113;0.0003430258266836;-0.1567783151945344;-0.0034300860298686;-0.0044867145965769;5.32873498102723e-07
195.693;robot1;-27.65005976003216;39.19767172574103;0.1063874671869654;-5.383258615340201e-05;-0.0001420208581913;-0.5646767129158102;0.8253121753753085;-0.0004486373385173;0.0003430258270896;-0.16657831519481;-0.003430086029338;-0.0044867145937523;5.294846205197969e-07
195.726;robot1;-27.650060208669498;39.197672068766856;0.1062110888717703;-5.3981260373193726e-05;-0.0001448407731468;-0.5646767125736558;0.8253121751096264;-0.0004486373389234;0.0003430258272926;-0.1763783151950293;-0.0034300860287908;-0.0044867145916693;5.260964219459716e-07
195.759;robot1;-27.65006065730684;39.19767241179268;0.1060249105565751;-5.412993459299116e-05;-0.0001476606881002;-0.564676712228397;0.8253121748364067;-0.0004486373389234;0.0003430258272926;-0.1861783151952057;-0.0034300860282318;-0.0044867145901767;5.227078673498278e-07
195.793;robot1;-27.65006110594418;39.197672754818505;0.1058289322413798;-5.427860881265818e-05;-0.0001504806030517;-0.564676711880034;0.8253121745556489;-0.0004486373389234;0.0003430258272926;-0.1959783151953461;-0.0034300860276558;-0.0044867145891542;5.193185324942027e-07
195.826;robot1;-27.65006155458152;39.19767309784433;0.1056231539261843;-5.442728303208811e-05;-0.0001533005180016;-0.564676711528566;0.8253121742673536;-0.0004486373388219;0.0003430258276987;-0.2057783151954595;-0.0034300860270747;-0.0044867145885144;5.159312215146497e-07
195.859;robot1;-27.650062003218856;39.19767344087016;0.1054075756109888;-5.457595725119349e-05;-0.0001561204329498;-0.5646767111739935;0.8253121739715206;-0.0004486373392279;0.0003430258279017;-0.2155783151955503;-0.0034300860264771;-0.0044867145881731;5.125429350661367e-07
195.893;robot1;-27.6500624518562;39.19767378389598;0.1051821972957932;-5.472463146990614e-05;-0.0001589403478964;-0.5646767108163168;0.8253121736681499;-0.0004486373391264;0.0003430258279017;-0.2253783151956229;-0.0034300860258713;-0.0044867145880742;5.091542921212398e-07
195.926;robot1;-27.650062900493538;39.19767412692181;0.1049470189805975;-5.487330568816864e-05;-0.0001617602628416;-0.5646767104555356;0.8253121733572412;-0.0004486373389234;0.0003430258281047;-0.2351783151956812;-0.0034300860252565;-0.0044867145881783;5.057652361957173e-07
195.959;robot1;-27.650063349130875;39.19767446994763;0.1047020406654018;-5.502197990594176e-05;-0.0001645801777853;-0.5646767100916498;0.8253121730387948;-0.0004486373388219;0.0003430258281047;-0.2449783151957275;-0.0034300860246368;-0.0044867145884267;5.023772064571324e-07
195.993;robot1;-27.65006379776821;39.19767481297346;0.104447262350206;-5.5170654123189305e-05;-0.0001674000927276;-0.5646767097246592;0.8253121727128109;-0.0004486373391264;0.0003430258285107;-0.2547783151957648;-0.0034300860240113;-0.0044867145888075;4.989894787847379e-07
196.026;robot1;-27.65006424640556;39.197675155999285;0.1041826840350102;-5.531932833988236e-05;-0.0001702200076685;-0.5646767093545642;0.8253121723792896;-0.0004486373390249;0.0003430258276987;-0.2645783151957941;-0.0034300860233772;-0.0044867145892908;4.956013008979737e-07
196.059;robot1;-27.650064695042897;39.19767549902511;0.1039083057198144;-5.546800255600043e-05;-0.000173039922608;-0.5646767089813644;0.8253121720382303;-0.0004486373390249;0.0003430258276987;-0.2743783151958179;-0.003430086022737;-0.0044867145898506;4.922132026576359e-07
