Time,Robot,Move
0:3:17,robot8,Mario_Cell
0:3:17,robot8,stop
0:3:21,robot8,aceleración
0:3:21,robot8,mov_cte
0:3:21,robot8,aceleración
0:3:21,robot8,mov_cte
0:3:22,robot8,aceleración
0:3:22,robot8,mov_cte
0:3:26,robot8,aceleración
0:3:26,robot8,mov_cte
0:3:35,robot8,aceleración
0:3:35,robot8,mov_cte
0:3:36,robot8,aceleración
0:3:36,robot8,mov_cte
0:3:38,robot8,aceleración
0:3:38,robot8,mov_cte
0:3:39,robot8,Cafe_Palantino
0:3:40,robot8,aceleración
0:3:40,robot8,mov_cte
0:3:41,robot8,desacelaración
0:3:41,robot8,stop
0:3:42,robot8,aceleración
0:3:42,robot8,mov_cte
0:3:42,robot8,aceleración
0:3:42,robot8,mov_cte
0:3:43,robot8,desacelaración
0:3:43,robot8,stop
0:3:47,robot8,aceleración
0:3:47,robot8,mov_cte
0:3:48,robot8,aceleración
0:3:49,robot8,mov_cte
0:3:57,robot8,aceleración
0:3:57,robot8,mov_cte
0:4:26,robot8,LiliPink
0:4:28,robot8,desacelaración
0:4:28,robot8,stop
0:4:32,robot8,aceleración
0:4:32,robot8,mov_cte
0:4:32,robot8,aceleración
0:4:32,robot8,mov_cte
0:4:33,robot8,aceleración
0:4:33,robot8,mov_cte
0:4:35,robot8,aceleración
0:4:35,robot8,mov_cte
0:4:39,robot8,aceleración
0:4:39,robot8,mov_cte
0:4:42,robot8,aceleración
0:4:42,robot8,mov_cte
0:4:43,robot8,aceleración
0:4:43,robot8,mov_cte
0:5:11,robot8,Confam_drog
0:5:13,robot8,desacelaración
0:5:13,robot8,stop
0:5:22,robot8,aceleración
0:5:22,robot8,mov_cte
0:5:24,robot8,aceleración
0:5:24,robot8,mov_cte
0:5:28,robot8,aceleración
0:5:28,robot8,mov_cte
0:5:32,robot8,aceleración
0:5:32,robot8,mov_cte
0:5:33,robot8,aceleración
0:5:33,robot8,mov_cte
0:5:44,robot8,aceleración
0:5:44,robot8,mov_cte
0:5:47,robot8,aceleración
0:5:47,robot8,mov_cte
0:5:47,robot8,aceleración
0:5:47,robot8,mov_cte
0:5:49,robot8,aceleración
0:5:49,robot8,mov_cte
0:6:3,robot8,Exito
0:6:5,robot8,desacelaración
0:6:6,robot8,stop
0:6:17,robot8,aceleración
0:6:17,robot8,mov_cte
0:6:30,robot8,desacelaración
0:6:30,robot8,stop
