Time,Robot,Move
0:3:10,robot4,Mario_Cell
0:3:10,robot4,stop
0:3:19,robot4,aceleración
0:3:19,robot4,mov_cte
0:3:29,robot4,aceleración
0:3:29,robot4,mov_cte
0:3:32,robot4,aceleración
0:3:32,robot4,mov_cte
0:3:32,robot4,aceleración
0:3:32,robot4,mov_cte
0:3:33,robot4,aceleración
0:3:33,robot4,mov_cte
0:3:37,robot4,Cafe_Palantino
0:3:40,robot4,desacelaración
0:3:40,robot4,stop
0:3:46,robot4,aceleración
0:3:47,robot4,mov_cte
0:4:25,robot4,LiliPink
0:4:28,robot4,desacelaración
0:4:28,robot4,stop
0:4:34,robot4,aceleración
0:4:34,robot4,mov_cte
0:4:37,robot4,aceleración
0:4:37,robot4,mov_cte
0:4:37,robot4,aceleración
0:4:38,robot4,mov_cte
0:4:42,robot4,aceleración
0:4:42,robot4,mov_cte
0:4:59,robot4,aceleración
0:4:59,robot4,mov_cte
0:5:7,robot4,aceleración
0:5:7,robot4,mov_cte
0:5:8,robot4,aceleración
0:5:8,robot4,mov_cte
0:5:11,robot4,aceleración
0:5:11,robot4,mov_cte
0:5:13,robot4,Confam_drog
0:5:14,robot4,desacelaración
0:5:14,robot4,stop
0:5:17,robot4,aceleración
0:5:17,robot4,mov_cte
0:5:19,robot4,aceleración
0:5:20,robot4,mov_cte
0:5:23,robot4,aceleración
0:5:23,robot4,mov_cte
0:5:31,robot4,aceleración
0:5:31,robot4,mov_cte
0:5:36,robot4,aceleración
0:5:36,robot4,mov_cte
0:5:36,robot4,aceleración
0:5:37,robot4,mov_cte
0:5:52,robot4,aceleración
0:5:52,robot4,mov_cte
0:5:53,robot4,aceleración
0:5:53,robot4,mov_cte
0:5:58,robot4,Exito
0:6:0,robot4,desacelaración
0:6:0,robot4,stop
0:6:11,robot4,aceleración
0:6:12,robot4,mov_cte
0:6:13,robot4,aceleración
0:6:13,robot4,mov_cte
0:6:19,robot4,aceleración
0:6:19,robot4,mov_cte
0:6:46,robot4,Sweet
0:6:51,robot4,desacelaración
0:6:51,robot4,stop
