Time,Robot,Move
315.723,robot1,moving
315.745,robot1,moving
315.763,robot1,moving
315.783,robot1,moving
315.803,robot1,moving
315.823,robot1,moving
315.843,robot1,moving
315.863,robot1,moving
315.883,robot1,moving
315.903,robot1,moving
315.923,robot1,moving
315.943,robot1,moving
315.963,robot1,moving
315.983,robot1,moving
316.003,robot1,moving
316.023,robot1,moving
316.043,robot1,moving
316.063,robot1,moving
316.083,robot1,moving
316.103,robot1,moving
316.123,robot1,moving
316.143,robot1,moving
316.163,robot1,moving
316.183,robot1,moving
316.203,robot1,moving
316.223,robot1,moving
316.243,robot1,moving
316.263,robot1,moving
316.283,robot1,moving
316.303,robot1,moving
316.323,robot1,moving
316.343,robot1,moving
316.363,robot1,moving
316.383,robot1,moving
316.403,robot1,moving
316.423,robot1,moving
316.443,robot1,moving
316.463,robot1,moving
316.483,robot1,moving
316.503,robot1,moving
316.524,robot1,moving
316.543,robot1,moving
316.583,robot1,moving
316.603,robot1,moving
316.623,robot1,moving
316.643,robot1,moving
316.663,robot1,moving
316.683,robot1,moving
316.703,robot1,moving
316.723,robot1,moving
316.743,robot1,moving
316.763,robot1,moving
316.783,robot1,moving
316.803,robot1,moving
316.823,robot1,moving
316.843,robot1,moving
316.863,robot1,moving
316.883,robot1,moving
316.903,robot1,moving
316.923,robot1,moving
316.943,robot1,moving
316.963,robot1,moving
316.983,robot1,moving
317.003,robot1,moving
317.023,robot1,moving
317.043,robot1,moving
317.068,robot1,moving
317.083,robot1,moving
317.103,robot1,moving
317.123,robot1,moving
317.143,robot1,moving
317.163,robot1,moving
317.183,robot1,moving
317.203,robot1,moving
317.243,robot1,moving
317.263,robot1,moving
317.283,robot1,moving
317.303,robot1,moving
317.323,robot1,moving
317.346,robot1,moving
317.363,robot1,moving
317.383,robot1,moving
317.403,robot1,moving
317.423,robot1,moving
317.443,robot1,moving
317.463,robot1,moving
317.483,robot1,moving
317.503,robot1,moving
317.523,robot1,moving
317.543,robot1,moving
317.563,robot1,moving
317.603,robot1,moving
317.623,robot1,moving
317.643,robot1,moving
317.663,robot1,moving
317.683,robot1,moving
317.703,robot1,moving
317.723,robot1,moving
317.743,robot1,moving
317.763,robot1,moving
317.783,robot1,moving
317.803,robot1,moving
317.823,robot1,moving
317.843,robot1,moving
317.863,robot1,moving
317.883,robot1,moving
317.903,robot1,moving
317.923,robot1,moving
317.943,robot1,moving
317.963,robot1,moving
317.983,robot1,moving
318.003,robot1,moving
318.023,robot1,moving
318.043,robot1,moving
318.063,robot1,moving
318.083,robot1,moving
318.103,robot1,moving
318.123,robot1,moving
318.143,robot1,moving
318.163,robot1,moving
318.183,robot1,moving
