Time;Name;position.x;position.y;position.z;orientation.x;orientation.y;orientation.z;orientation.w;linear.x;linear.y;linear.z;angular.x;angular.y;angular.z
197.883;robot1;-27.650066191803024;39.19775024800765;0.0999574658550367;-1.4106510707246531e-09;4.8668752210710825e-08;-0.5647119757730311;0.8252880614782435;-5.237652124964957e-10;2.070323036122942e-09;7.829621485429425e-05;-1.8964399774456762e-09;-2.9984625845881557e-09;1.6027009804918959e-09
197.903;robot1;-27.65006619180356;39.19775024800971;0.0999574658550793;-1.4106162214031992e-09;4.866697937445713e-08;-0.5647119757723597;0.825288061478703;-5.234030955544323e-10;2.07014240960578e-09;7.829621481204997e-05;-1.896709215266921e-09;-2.998294404689524e-09;1.6030147798060835e-09
197.923;robot1;-27.65006619180409;39.19775024801178;0.099957465855122;-1.410581041733101e-09;4.8665206703427146e-08;-0.5647119757716876;0.8252880614791629;-5.231626713706968e-10;2.070721934661057e-09;7.829621485621923e-05;-1.8959783219631513e-09;-2.998394562501025e-09;1.6041858560573886e-09
197.943;robot1;-27.65006619180462;39.19775024801385;0.0999574658551647;-1.4105462773621922e-09;4.8663434561255356e-08;-0.5647119757710164;0.8252880614796222;-5.237534970186241e-10;2.070691520166729e-09;7.829621479697977e-05;-1.8960668534250463e-09;-2.997053023285397e-09;1.6024069351227624e-09
197.963;robot1;-27.650066191805152;39.19775024801592;0.0999574658552074;-1.4105111072620412e-09;4.8661662209735496e-08;-0.5647119757703439;0.8252880614800824;-5.234357281471053e-10;2.0711722805127997e-09;7.829621486822167e-05;-1.8956347502108416e-09;-2.997857094507568e-09;1.6053921495201083e-09
197.983;robot1;-27.650066191805685;39.19775024801799;0.0999574658552501;-1.4104762201456094e-09;4.86598896131118e-08;-0.5647119757696719;0.8252880614805422;-5.233318461860207e-10;2.0700237881814376e-09;7.829621488375605e-05;-1.896377911206089e-09;-2.9979421118765e-09;1.6043693413204204e-09
198.003;robot1;-27.65006619180621;39.19775024802006;0.0999574658552927;-1.4104416103944496e-09;4.865811717535637e-08;-0.5647119757690005;0.8252880614810016;-5.230764368977109e-10;2.06998479249375e-09;7.829621483276979e-05;-1.896655567720857e-09;-2.997366329274757e-09;1.602846896605651e-09
198.023;robot1;-27.650066191806747;39.197750248022125;0.0999574658553354;-1.410406892083893e-09;4.8656344806105526e-08;-0.5647119757683283;0.8252880614814616;-5.235821274039991e-10;2.0700177981623963e-09;7.829621487717215e-05;-1.8963986171294982e-09;-2.9973762781840683e-09;1.604567429537772e-09
198.043;robot1;-27.65006619180728;39.19775024802419;0.0999574658553781;-1.4103723776092055e-09;4.8654572756238775e-08;-0.564711975767657;0.825288061481921;-5.235217922991396e-10;2.069983457185638e-09;7.829621482200293e-05;-1.896373735703742e-09;-2.996618796779825e-09;1.6027668250013963e-09
198.063;robot1;-27.650066191807813;39.19775024802626;0.0999574658554208;-1.4103373098131427e-09;4.8652800741702555e-08;-0.5647119757669855;0.8252880614823805;-5.232710231298207e-10;2.0705631486797582e-09;7.829621486133278e-05;-1.895421052455853e-09;-2.997185096173058e-09;1.6029896205343415e-09
