Time,Robot,Move
297.928,robot1,moving
297.948,robot1,moving
297.968,robot1,moving
297.988,robot1,moving
298.008,robot1,moving
298.028,robot1,moving
298.048,robot1,moving
298.068,robot1,moving
298.088,robot1,moving
298.108,robot1,moving
298.128,robot1,moving
298.148,robot1,moving
298.168,robot1,moving
298.188,robot1,moving
298.208,robot1,moving
298.228,robot1,moving
298.248,robot1,moving
298.268,robot1,moving
298.288,robot1,moving
298.308,robot1,moving
298.328,robot1,moving
298.348,robot1,moving
298.368,robot1,moving
298.388,robot1,moving
298.408,robot1,moving
298.428,robot1,moving
298.448,robot1,moving
298.468,robot1,moving
298.488,robot1,moving
298.508,robot1,moving
298.528,robot1,moving
298.548,robot1,moving
298.568,robot1,moving
298.588,robot1,moving
298.608,robot1,moving
298.628,robot1,moving
298.648,robot1,moving
298.668,robot1,moving
298.688,robot1,moving
298.708,robot1,moving
298.728,robot1,moving
298.748,robot1,moving
298.768,robot1,moving
298.788,robot1,moving
298.808,robot1,moving
298.828,robot1,moving
298.848,robot1,moving
298.868,robot1,moving
298.888,robot1,moving
298.908,robot1,moving
298.928,robot1,moving
298.948,robot1,moving
298.968,robot1,moving
298.988,robot1,moving
299.008,robot1,moving
299.028,robot1,moving
299.048,robot1,moving
299.068,robot1,moving
299.088,robot1,moving
299.108,robot1,moving
299.128,robot1,moving
299.148,robot1,moving
299.168,robot1,moving
299.188,robot1,moving
299.208,robot1,moving
299.228,robot1,moving
299.248,robot1,moving
299.268,robot1,moving
299.288,robot1,moving
299.308,robot1,moving
299.328,robot1,moving
299.348,robot1,moving
299.368,robot1,moving
299.388,robot1,moving
299.408,robot1,moving
299.428,robot1,moving
299.448,robot1,moving
299.468,robot1,moving
299.488,robot1,moving
299.508,robot1,moving
299.528,robot1,moving
299.548,robot1,moving
299.588,robot1,moving
299.608,robot1,moving
299.628,robot1,moving
299.648,robot1,moving
299.668,robot1,moving
299.688,robot1,moving
299.708,robot1,moving
299.728,robot1,moving
299.748,robot1,moving
299.768,robot1,moving
299.788,robot1,moving
299.808,robot1,moving
299.828,robot1,moving
299.848,robot1,moving
299.868,robot1,moving
299.888,robot1,moving
299.908,robot1,moving
299.928,robot1,moving
299.948,robot1,moving
299.968,robot1,moving
299.988,robot1,moving
300.008,robot1,moving
300.028,robot1,moving
300.048,robot1,moving
300.068,robot1,moving
300.088,robot1,moving
300.108,robot1,moving
300.128,robot1,moving
300.148,robot1,moving
300.168,robot1,moving
300.188,robot1,moving
300.208,robot1,moving
300.228,robot1,moving
300.248,robot1,moving
300.268,robot1,moving
300.288,robot1,moving
300.308,robot1,moving
300.328,robot1,moving
300.348,robot1,moving
300.368,robot1,moving
300.388,robot1,moving
300.408,robot1,moving
300.428,robot1,moving
300.448,robot1,moving
300.468,robot1,moving
300.488,robot1,moving
300.508,robot1,moving
300.528,robot1,moving
300.548,robot1,moving
300.568,robot1,moving
300.588,robot1,moving
300.608,robot1,moving
300.628,robot1,moving
300.648,robot1,moving
300.668,robot1,moving
300.688,robot1,moving
300.728,robot1,moving
300.748,robot1,moving
300.768,robot1,moving
300.788,robot1,moving
300.808,robot1,moving
300.828,robot1,moving
300.848,robot1,moving
300.868,robot1,moving
300.888,robot1,moving
300.908,robot1,moving
300.928,robot1,moving
300.948,robot1,moving
300.968,robot1,moving
300.989,robot1,moving
301.008,robot1,moving
301.028,robot1,moving
301.048,robot1,moving
301.068,robot1,moving
301.088,robot1,moving
301.108,robot1,moving
301.128,robot1,moving
301.148,robot1,moving
301.168,robot1,moving
301.188,robot1,moving
301.208,robot1,moving
301.228,robot1,moving
301.248,robot1,moving
301.268,robot1,moving
301.288,robot1,moving
301.308,robot1,moving
301.328,robot1,moving
301.348,robot1,moving
301.368,robot1,moving
301.388,robot1,moving
301.408,robot1,moving
301.428,robot1,moving
301.448,robot1,moving
301.468,robot1,moving
301.488,robot1,moving
301.508,robot1,moving
301.528,robot1,moving
301.548,robot1,moving
301.568,robot1,moving
301.588,robot1,moving
301.608,robot1,moving
301.628,robot1,moving
301.648,robot1,moving
301.668,robot1,moving
301.688,robot1,moving
301.708,robot1,moving
301.728,robot1,moving
301.768,robot1,moving
301.788,robot1,moving
301.808,robot1,moving
301.828,robot1,moving
301.848,robot1,moving
301.868,robot1,moving
301.888,robot1,moving
301.908,robot1,moving
301.928,robot1,moving
301.948,robot1,moving
301.968,robot1,moving
301.988,robot1,moving
302.008,robot1,moving
302.028,robot1,moving
302.048,robot1,moving
302.068,robot1,moving
302.088,robot1,moving
302.108,robot1,moving
302.128,robot1,moving
302.148,robot1,moving
302.168,robot1,moving
302.188,robot1,moving
302.215,robot1,moving
302.228,robot1,moving
302.248,robot1,moving
302.268,robot1,moving
302.288,robot1,moving
302.308,robot1,moving
302.348,robot1,moving
302.368,robot1,moving
302.388,robot1,moving
302.408,robot1,moving
302.428,robot1,moving
302.448,robot1,moving
302.468,robot1,moving
302.488,robot1,moving
302.508,robot1,moving
302.528,robot1,moving
302.548,robot1,moving
302.568,robot1,moving
302.588,robot1,moving
302.608,robot1,moving
302.628,robot1,moving
302.648,robot1,moving
302.668,robot1,moving
302.688,robot1,moving
302.708,robot1,moving
302.728,robot1,moving
302.748,robot1,moving
302.768,robot1,moving
302.788,robot1,moving
302.808,robot1,moving
302.828,robot1,moving
302.848,robot1,moving
302.868,robot1,moving
302.888,robot1,moving
302.908,robot1,moving
302.928,robot1,moving
302.948,robot1,moving
302.968,robot1,moving
302.988,robot1,moving
303.008,robot1,moving
303.028,robot1,moving
303.048,robot1,moving
303.068,robot1,moving
303.088,robot1,moving
303.108,robot1,moving
303.128,robot1,moving
303.148,robot1,moving
303.168,robot1,moving
303.188,robot1,moving
303.208,robot1,moving
303.228,robot1,moving
303.248,robot1,moving
303.268,robot1,moving
303.288,robot1,moving
303.308,robot1,moving
303.328,robot1,moving
303.348,robot1,moving
303.368,robot1,moving
303.408,robot1,moving
303.428,robot1,moving
303.448,robot1,moving
303.468,robot1,moving
303.488,robot1,moving
303.508,robot1,moving
303.528,robot1,moving
303.568,robot1,moving
303.588,robot1,moving
303.608,robot1,moving
303.628,robot1,moving
303.648,robot1,moving
303.668,robot1,moving
303.688,robot1,moving
303.708,robot1,moving
303.728,robot1,moving
303.748,robot1,moving
303.768,robot1,moving
303.788,robot1,moving
303.808,robot1,moving
303.828,robot1,moving
303.848,robot1,moving
303.868,robot1,moving
303.888,robot1,moving
303.908,robot1,moving
303.928,robot1,moving
303.948,robot1,moving
303.968,robot1,moving
303.988,robot1,moving
304.008,robot1,moving
304.028,robot1,moving
304.048,robot1,moving
304.068,robot1,moving
304.088,robot1,moving
304.108,robot1,moving
304.128,robot1,moving
304.148,robot1,moving
304.168,robot1,moving
304.188,robot1,moving
304.208,robot1,moving
304.228,robot1,moving
304.248,robot1,moving
304.268,robot1,moving
304.288,robot1,moving
304.308,robot1,moving
304.328,robot1,moving
304.348,robot1,moving
304.368,robot1,moving
304.388,robot1,moving
304.408,robot1,moving
304.428,robot1,moving
304.448,robot1,moving
304.488,robot1,moving
304.508,robot1,moving
304.528,robot1,moving
304.548,robot1,moving
304.568,robot1,moving
304.588,robot1,moving
304.608,robot1,moving
304.628,robot1,moving
304.648,robot1,moving
304.668,robot1,moving
304.688,robot1,moving
304.708,robot1,moving
304.728,robot1,moving
304.748,robot1,moving
304.768,robot1,moving
304.788,robot1,moving
304.808,robot1,moving
304.828,robot1,moving
304.848,robot1,moving
304.873,robot1,moving
304.888,robot1,moving
304.908,robot1,moving
304.928,robot1,moving
304.948,robot1,moving
304.968,robot1,moving
304.988,robot1,moving
305.008,robot1,moving
305.028,robot1,moving
305.048,robot1,moving
305.068,robot1,moving
305.088,robot1,moving
305.108,robot1,moving
305.128,robot1,moving
305.148,robot1,moving
305.168,robot1,moving
305.188,robot1,moving
305.208,robot1,moving
305.228,robot1,moving
305.248,robot1,moving
