Time;Name;position.x;position.y;position.z;orientation.x;orientation.y;orientation.z;orientation.w;linear.x;linear.y;linear.z;angular.x;angular.y;angular.z
209.002;robot1;-27.650066193269147;39.19775025370723;0.0999574659745803;-1.311469430526834e-09;4.379633117827751e-08;-0.5647119739307122;0.8252880627388699;-4.0931514105541045e-10;1.6228813530544816e-09;7.82962086448741e-05;-1.4548016077712831e-09;-2.341135481173057e-09;1.2296525516006187e-09
209.042;robot1;-27.650066193272995;39.19775025372218;0.0999574659748993;-1.3112013133513686e-09;4.3783567482305074e-08;-0.5647119739258856;0.8252880627421725;-4.0972284777457177e-10;1.6225240547896141e-09;7.829620872000735e-05;-1.4541314537217832e-09;-2.3390505503668412e-09;1.2301545768902443e-09
209.259;robot1;-27.650066193294133;39.19775025380437;0.0999574659766504;-1.309728949552851e-09;4.3713420859321394e-08;-0.5647119738993627;0.8252880627603211;-4.0989769191197706e-10;1.6160052870404239e-09;7.829620890429356e-05;-1.452262461551378e-09;-2.3377945898926494e-09;1.2272162590801807e-09
209.347;robot1;-27.650066193301825;39.19775025383423;0.0999574659772898;-1.3091878961662402e-09;4.368795193488371e-08;-0.5647119738897697;0.8252880627668852;-4.0916100956856737e-10;1.6157544995480886e-09;7.829620863555265e-05;-1.4512910353426842e-09;-2.334461528880632e-09;1.2272571305775987e-09
209.354;robot1;-27.650066193303264;39.19775025383981;0.0999574659774095;-1.30908747492355e-09;4.3683176391059823e-08;-0.564711973887972;0.8252880627681155;-4.0937986268453567e-10;1.6165565554823436e-09;7.829620864515136e-05;-1.4503343399538574e-09;-2.3344566852241062e-09;1.2280468261042695e-09
209.564;robot1;-27.650066193323426;39.19775025391807;0.0999574659790907;-1.3076747395037463e-09;4.361637084071783e-08;-0.5647119738627556;0.8252880627853698;-4.0953542855670417e-10;1.6168585658613426e-09;7.829620860237977e-05;-1.4463539101308456e-09;-2.329792737695666e-09;1.2216573783488052e-09
209.612;robot1;-27.65006619332774;39.19775025393482;0.0999574659794505;-1.3073725485423535e-09;4.3602070466293713e-08;-0.564711973857352;0.8252880627890675;-4.0931307265562436e-10;1.6162868055484056e-09;7.829620857586666e-05;-1.4466284206495975e-09;-2.328985826915015e-09;1.218419138457205e-09
209.932;robot1;-27.6500661933584;39.19775025405389;0.0999574659819994;-1.3052186554581754e-09;4.3500534589923816e-08;-0.5647119738190638;0.8252880628152665;-4.0935488139525415e-10;1.6093166980237271e-09;7.829620879800944e-05;-1.442453097126055e-09;-2.3248227872083672e-09;1.2187542142660679e-09
210.122;robot1;-27.65006619337704;39.19775025412626;0.0999574659835569;-1.3039050065622527e-09;4.3438756644247547e-08;-0.5647119737957452;0.8252880628312225;-4.077129298686338e-10;1.609770268899329e-09;7.829620841999331e-05;-1.4416106476290127e-09;-2.3218937053751702e-09;1.2173141161706666e-09
210.322;robot1;-27.65006619339568;39.19775025419863;0.0999574659851121;-1.3025937037638448e-09;4.3377081951520696e-08;-0.5647119737724494;0.8252880628471627;-4.0583615433032414e-10;1.6049802008293526e-09;7.829620844927664e-05;-1.4399630445157206e-09;-2.3189385552643315e-09;1.2170590930404235e-09
210.529;robot1;-27.65006619341568;39.19775025427638;0.0999574659867799;-1.3011843191756941e-09;4.331076133189615e-08;-0.5647119737474336;0.8252880628642802;-4.0606183923788094e-10;1.6025403327296408e-09;7.829620869171972e-05;-1.4364306984425252e-09;-2.315640131784535e-09;1.2144978834602815e-09
210.557;robot1;-27.65006619341806;39.19775025428562;0.0999574659869791;-1.3010154433560619e-09;4.3302869235981263e-08;-0.5647119737444505;0.8252880628663215;-4.0576750935260116e-10;1.602236651240885e-09;7.829620873461206e-05;-1.4358467146987564e-09;-2.3145069767059603e-09;1.2157295633330134e-09
210.584;robot1;-27.65006619342092;39.19775025429672;0.0999574659872184;-1.3008117185559596e-09;4.3293402592422445e-08;-0.5647119737408756;0.8252880628687675;-4.060759349630377e-10;1.6021814071259111e-09;7.829620871363994e-05;-1.435315426019227e-09;-2.3139776585033526e-09;1.2162374465907316e-09
210.947;robot1;-27.650066193452336;39.19775025441863;0.0999574659898338;-1.298612511766218e-09;4.318941477555815e-08;-0.5647119737016606;0.8252880628956009;-4.0565982760811207e-10;1.5976508303548794e-09;7.829620821553892e-05;-1.433951032516349e-09;-2.309145869806553e-09;1.2140823440105024e-09
211.762;robot1;-27.65006619352907;39.19775025471663;0.0999574659962539;-1.2931805809582294e-09;4.2935223296784524e-08;-0.5647119736057177;0.8252880629612508;-4.020514599165274e-10;1.5874795691338455e-09;7.829620829983328e-05;-1.4235208876043775e-09;-2.2942082336340607e-09;1.200155682541345e-09
211.909;robot1;-27.650066193543243;39.197750254771634;0.0999574659974343;-1.292186425419314e-09;4.2888329378139776e-08;-0.5647119735880614;0.8252880629733323;-4.0236620499613616e-10;1.588187870423238e-09;7.829620818546024e-05;-1.422170188524727e-09;-2.2920766856580998e-09;1.195578593207227e-09
