Time,Robot,Move
46,robot5,move_cte
84,robot5,C9
84,robot5,stop
88,robot5,move_cte
126,robot5,C8
126,robot5,stop
130,robot5,move_cte
168,robot5,C14
168,robot5,stop
172,robot5,move_cte
210,robot5,C15
210,robot5,stop
214,robot5,move_cte
252,robot5,C16
252,robot5,stop
256,robot5,move_cte
294,robot5,C17
294,robot5,stop
298,robot5,move_cte
336,robot5,C22
336,robot5,stop
340,robot5,move_cte
378,robot5,C21
378,robot5,stop
382,robot5,move_cte
420,robot5,C20
424,robot5,stop
428,robot5,move_cte
466,robot5,C23
466,robot5,stop
466,robot5,end
0,robot6,start
0,robot6,C1
0,robot6,stop
4,robot6,move_cte
42,robot6,C4
42,robot6,stop
46,robot6,move_cte
84,robot6,C9
84,robot6,stop
88,robot6,move_cte
126,robot6,C8
126,robot6,stop
130,robot6,move_cte
168,robot6,C14
168,robot6,stop
172,robot6,move_cte
210,robot6,C15
210,robot6,stop
214,robot6,move_cte
252,robot6,C16
252,robot6,stop
256,robot6,move_cte
294,robot6,C17
294,robot6,stop
298,robot6,move_cte
336,robot6,C22
336,robot6,stop
340,robot6,move_cte
378,robot6,C21
378,robot6,stop
382,robot6,move_cte
420,robot6,C20
424,robot6,stop
428,robot6,move_cte
466,robot6,C23
466,robot6,stop
466,robot6,end
0,robot7,start
0,robot7,C1
0,robot7,stop
4,robot7,move_cte
42,robot7,C4
42,robot7,stop
46,robot7,move_cte
84,robot7,C9
84,robot7,stop
88,robot7,move_cte
126,robot7,C8
126,robot7,stop
130,robot7,move_cte
168,robot7,C14
168,robot7,stop
172,robot7,move_cte
210,robot7,C15
210,robot7,stop
214,robot7,move_cte
252,robot7,C16
252,robot7,stop
256,robot7,move_cte
294,robot7,C17
294,robot7,stop
298,robot7,move_cte
336,robot7,C22
336,robot7,stop
340,robot7,move_cte
378,robot7,C21
378,robot7,stop
382,robot7,move_cte
420,robot7,C20
424,robot7,stop
428,robot7,move_cte
466,robot7,C23
466,robot7,stop
466,robot7,end
0,robot8,start
0,robot8,C1
0,robot8,stop
4,robot8,move_cte
42,robot8,C4
42,robot8,stop
46,robot8,move_cte
84,robot8,C9
84,robot8,stop
88,robot8,move_cte
126,robot8,C8
126,robot8,stop
130,robot8,move_cte
168,robot8,C14
168,robot8,stop
172,robot8,move_cte
210,robot8,C15
210,robot8,stop
214,robot8,move_cte
252,robot8,C16
252,robot8,stop
256,robot8,move_cte
294,robot8,C17
294,robot8,stop
298,robot8,move_cte
336,robot8,C22
336,robot8,stop
340,robot8,move_cte
378,robot8,C21
378,robot8,stop
382,robot8,move_cte
420,robot8,C20
424,robot8,stop
428,robot8,move_cte
466,robot8,C23
466,robot8,stop
466,robot8,end
0,robot9,start
0,robot9,C1
0,robot9,stop
4,robot9,move_cte
42,robot9,C4
42,robot9,stop
46,robot9,move_cte
84,robot9,C9
84,robot9,stop
88,robot9,move_cte
126,robot9,C8
126,robot9,stop
130,robot9,move_cte
168,robot9,C14
168,robot9,stop
172,robot9,move_cte
210,robot9,C15
210,robot9,stop
214,robot9,move_cte
252,robot9,C16
252,robot9,stop
256,robot9,move_cte
294,robot9,C17
294,robot9,stop
298,robot9,move_cte
336,robot9,C22
336,robot9,stop
340,robot9,move_cte
378,robot9,C21
378,robot9,stop
382,robot9,move_cte
420,robot9,C20
424,robot9,stop
428,robot9,move_cte
466,robot9,C23
466,robot9,stop
466,robot9,end
0,robot10,start
0,robot10,C1
0,robot10,stop
4,robot10,move_cte
42,robot10,C4
42,robot10,stop
46,robot10,move_cte
84,robot10,C9
84,robot10,stop
88,robot10,move_cte
126,robot10,C8
126,robot10,stop
130,robot10,move_cte
168,robot10,C14
168,robot10,stop
172,robot10,move_cte
210,robot10,C15
210,robot10,stop
214,robot10,move_cte
252,robot10,C16
252,robot10,stop
256,robot10,move_cte
294,robot10,C17
294,robot10,stop
298,robot10,move_cte
336,robot10,C22
336,robot10,stop
340,robot10,move_cte
378,robot10,C21
378,robot10,stop
382,robot10,move_cte
420,robot10,C20
424,robot10,stop
428,robot10,move_cte
466,robot10,C23
466,robot10,stop
466,robot10,end
0,robot11,start
0,robot11,C1
0,robot11,stop
4,robot11,move_cte
42,robot11,C4
42,robot11,stop
46,robot11,move_cte
84,robot11,C9
84,robot11,stop
88,robot11,move_cte
126,robot11,C8
126,robot11,stop
130,robot11,move_cte
168,robot11,C14
168,robot11,stop
172,robot11,move_cte
210,robot11,C15
210,robot11,stop
214,robot11,move_cte
252,robot11,C16
252,robot11,stop
256,robot11,move_cte
294,robot11,C17
294,robot11,stop
298,robot11,move_cte
336,robot11,C22
336,robot11,stop
340,robot11,move_cte
378,robot11,C21
378,robot11,stop
382,robot11,move_cte
420,robot11,C20
424,robot11,stop
428,robot11,move_cte
466,robot11,C23
466,robot11,stop
466,robot11,end
0,robot12,start
0,robot12,C1
0,robot12,stop
4,robot12,move_cte
42,robot12,C4
42,robot12,stop
46,robot12,move_cte
84,robot12,C9
84,robot12,stop
88,robot12,move_cte
126,robot12,C8
126,robot12,stop
130,robot12,move_cte
168,robot12,C14
168,robot12,stop
172,robot12,move_cte
210,robot12,C15
210,robot12,stop
214,robot12,move_cte
252,robot12,C16
252,robot12,stop
256,robot12,move_cte
294,robot12,C17
294,robot12,stop
298,robot12,move_cte
336,robot12,C22
336,robot12,stop
340,robot12,move_cte
378,robot12,C21
378,robot12,stop
382,robot12,move_cte
420,robot12,C20
424,robot12,stop
428,robot12,move_cte
466,robot12,C23
466,robot12,stop
466,robot12,end
0,robot13,start
0,robot13,C1
0,robot13,stop
4,robot13,move_cte
42,robot13,C4
42,robot13,stop
46,robot13,move_cte
84,robot13,C9
84,robot13,stop
88,robot13,move_cte
126,robot13,C8
126,robot13,stop
130,robot13,move_cte
168,robot13,C14
168,robot13,stop
172,robot13,move_cte
210,robot13,C15
210,robot13,stop
214,robot13,move_cte
252,robot13,C16
252,robot13,stop
256,robot13,move_cte
294,robot13,C17
294,robot13,stop
298,robot13,move_cte
336,robot13,C22
336,robot13,stop
340,robot13,move_cte
378,robot13,C21
378,robot13,stop
382,robot13,move_cte
420,robot13,C20
424,robot13,stop
428,robot13,move_cte
466,robot13,C23
466,robot13,stop
466,robot13,end
0,robot14,start
0,robot14,C1
0,robot14,stop
4,robot14,move_cte
42,robot14,C4
42,robot14,stop
46,robot14,move_cte
84,robot14,C9
84,robot14,stop
88,robot14,move_cte
126,robot14,C8
126,robot14,stop
130,robot14,move_cte
168,robot14,C14
168,robot14,stop
172,robot14,move_cte
210,robot14,C15
210,robot14,stop
214,robot14,move_cte
252,robot14,C16
252,robot14,stop
256,robot14,move_cte
294,robot14,C17
294,robot14,stop
298,robot14,move_cte
336,robot14,C22
336,robot14,stop
340,robot14,move_cte
378,robot14,C21
378,robot14,stop
382,robot14,move_cte
420,robot14,C20
424,robot14,stop
428,robot14,move_cte
466,robot14,C23
466,robot14,stop
466,robot14,end
0,robot15,start
0,robot15,C1
0,robot15,stop
4,robot15,move_cte
42,robot15,C4
42,robot15,stop
46,robot15,move_cte
84,robot15,C9
84,robot15,stop
88,robot15,move_cte
126,robot15,C8
126,robot15,stop
130,robot15,move_cte
168,robot15,C14
168,robot15,stop
172,robot15,move_cte
210,robot15,C15
210,robot15,stop
214,robot15,move_cte
252,robot15,C16
252,robot15,stop
256,robot15,move_cte
294,robot15,C17
294,robot15,stop
298,robot15,move_cte
336,robot15,C22
336,robot15,stop
340,robot15,move_cte
378,robot15,C21
378,robot15,stop
382,robot15,move_cte
420,robot15,C20
424,robot15,stop
428,robot15,move_cte
466,robot15,C23
466,robot15,stop
466,robot15,end
0,robot16,start
0,robot16,C1
0,robot16,stop
4,robot16,move_cte
42,robot16,C4
42,robot16,stop
46,robot16,move_cte
84,robot16,C9
84,robot16,stop
88,robot16,move_cte
126,robot16,C8
126,robot16,stop
130,robot16,move_cte
168,robot16,C14
168,robot16,stop
172,robot16,move_cte
210,robot16,C15
210,robot16,stop
214,robot16,move_cte
252,robot16,C16
252,robot16,stop
256,robot16,move_cte
294,robot16,C17
294,robot16,stop
298,robot16,move_cte
336,robot16,C22
336,robot16,stop
340,robot16,move_cte
378,robot16,C21
378,robot16,stop
382,robot16,move_cte
420,robot16,C20
424,robot16,stop
428,robot16,move_cte
466,robot16,C23
466,robot16,stop
466,robot16,end
0,robot17,start
0,robot17,C1
0,robot17,stop
4,robot17,move_cte
42,robot17,C4
42,robot17,stop
46,robot17,move_cte
84,robot17,C9
84,robot17,stop
88,robot17,move_cte
126,robot17,C8
126,robot17,stop
130,robot17,move_cte
168,robot17,C14
168,robot17,stop
172,robot17,move_cte
210,robot17,C15
210,robot17,stop
214,robot17,move_cte
252,robot17,C16
252,robot17,stop
256,robot17,move_cte
294,robot17,C17
294,robot17,stop
298,robot17,move_cte
336,robot17,C22
336,robot17,stop
340,robot17,move_cte
378,robot17,C21
378,robot17,stop
382,robot17,move_cte
420,robot17,C20
424,robot17,stop
428,robot17,move_cte
466,robot17,C23
466,robot17,stop
466,robot17,end
0,robot18,start
0,robot18,C1
0,robot18,stop
4,robot18,move_cte
42,robot18,C4
42,robot18,stop
46,robot18,move_cte
84,robot18,C9
84,robot18,stop
88,robot18,move_cte
126,robot18,C8
126,robot18,stop
130,robot18,move_cte
168,robot18,C14
168,robot18,stop
172,robot18,move_cte
210,robot18,C15
210,robot18,stop
214,robot18,move_cte
252,robot18,C16
252,robot18,stop
256,robot18,move_cte
294,robot18,C17
294,robot18,stop
298,robot18,move_cte
336,robot18,C22
336,robot18,stop
340,robot18,move_cte
378,robot18,C21
378,robot18,stop
382,robot18,move_cte
420,robot18,C20
424,robot18,stop
428,robot18,move_cte
466,robot18,C23
466,robot18,stop
466,robot18,end
0,robot19,start
0,robot19,C1
0,robot19,stop
4,robot19,move_cte
42,robot19,C4
42,robot19,stop
46,robot19,move_cte
84,robot19,C9
84,robot19,stop
88,robot19,move_cte
126,robot19,C8
126,robot19,stop
130,robot19,move_cte
168,robot19,C14
168,robot19,stop
172,robot19,move_cte
210,robot19,C15
210,robot19,stop
214,robot19,move_cte
252,robot19,C16
252,robot19,stop
256,robot19,move_cte
294,robot19,C17
294,robot19,stop
298,robot19,move_cte
336,robot19,C22
336,robot19,stop
340,robot19,move_cte
378,robot19,C21
378,robot19,stop
382,robot19,move_cte
420,robot19,C20
424,robot19,stop
428,robot19,move_cte
466,robot19,C23
466,robot19,stop
466,robot19,end
0,robot20,start
0,robot20,C1
0,robot20,stop
4,robot20,move_cte
42,robot20,C4
42,robot20,stop
46,robot20,move_cte
84,robot20,C9
84,robot20,stop
88,robot20,move_cte
126,robot20,C8
126,robot20,stop
130,robot20,move_cte
168,robot20,C14
168,robot20,stop
172,robot20,move_cte
210,robot20,C15
210,robot20,stop
214,robot20,move_cte
252,robot20,C16
252,robot20,stop
256,robot20,move_cte
294,robot20,C17
294,robot20,stop
298,robot20,move_cte
336,robot20,C22
336,robot20,stop
340,robot20,move_cte
378,robot20,C21
378,robot20,stop
382,robot20,move_cte
420,robot20,C20
424,robot20,stop
428,robot20,move_cte
466,robot20,C23
466,robot20,stop
466,robot20,end
