Time,Robot,PosX,PosY,Speed
205.105,robot1,-42.0950000001297,21.270000000265068,1.3483442048844154e-11
205.155,robot1,-42.09500000013006,21.270000000265778,1.3483083518521086e-11
205.205,robot1,-42.09500000013041,21.27000000026649,1.3483305489378258e-11
205.255,robot1,-42.09500000013077,21.2700000002672,1.3483496919084004e-11
205.305,robot1,-42.09500000013112,21.27000000026791,1.348352766312903e-11
205.355,robot1,-42.09500000013148,21.27000000026862,1.348308645974545e-11
205.405,robot1,-42.09500000013183,21.27000000026933,1.3483459996436093e-11
205.455,robot1,-42.09500000013219,21.27000000027004,1.3483091939636814e-11
205.505,robot1,-42.09500000013254,21.270000000270752,1.3483459755186365e-11
205.555,robot1,-42.0950000001329,21.270000000271462,1.348367824945759e-11
205.605,robot1,-42.095000000133254,21.270000000272173,1.3483474695261994e-11
205.655,robot1,-42.09500000013361,21.270000000272884,1.3483168207682054e-11
205.705,robot1,-42.095000000133965,21.270000000273594,1.348347929719753e-11
205.755,robot1,-42.09500000013432,21.270000000274305,1.3483286172521931e-11
205.805,robot1,-42.095000000134675,21.270000000275015,1.3483138740175268e-11
205.855,robot1,-42.09500000013503,21.270000000275726,1.3483393521398733e-11
205.905,robot1,-42.095000000135386,21.270000000276436,1.3483508204278883e-11
205.955,robot1,-42.09500000013574,21.270000000277147,1.3483223520107059e-11
206.005,robot1,-42.095000000136096,21.270000000277857,1.3482601497200406e-11
206.055,robot1,-42.09500000013645,21.270000000278568,1.3483452524386085e-11
206.104,robot1,-42.09500000013681,21.27000000027928,1.3483542302158721e-11
206.155,robot1,-42.09500000013716,21.27000000027999,1.3483361622705111e-11
206.205,robot1,-42.09500000013752,21.2700000002807,1.3483119222089925e-11
206.255,robot1,-42.09500000013787,21.27000000028141,1.3483514148796443e-11
206.305,robot1,-42.09500000013823,21.27000000028212,1.3483143168572564e-11
206.355,robot1,-42.09500000013858,21.27000000028283,1.3483533081254383e-11
206.405,robot1,-42.09500000013894,21.27000000028354,1.3483889907291833e-11
206.455,robot1,-42.095000000139294,21.270000000284252,1.348346083828402e-11
206.505,robot1,-42.09500000013965,21.270000000284963,1.348334977351125e-11
206.555,robot1,-42.095000000140004,21.270000000285673,1.3483537148178764e-11
206.605,robot1,-42.09500000014036,21.270000000286384,1.3483264986046849e-11
206.655,robot1,-42.095000000140715,21.270000000287094,1.3483046302031235e-11
206.705,robot1,-42.09500000014107,21.270000000287805,1.3483507817751652e-11
206.755,robot1,-42.095000000141425,21.270000000288515,1.3483145971268e-11
206.805,robot1,-42.09500000014178,21.270000000289226,1.348345661538599e-11
206.855,robot1,-42.095000000142136,21.270000000289937,1.3483071520686418e-11
206.905,robot1,-42.09500000014249,21.270000000290647,1.3483388875081914e-11
206.955,robot1,-42.095000000142846,21.270000000291358,1.3483241283604132e-11
207.005,robot1,-42.0950000001432,21.270000000292068,1.348355081879049e-11
207.055,robot1,-42.09500000014356,21.27000000029278,1.348364050239192e-11
207.105,robot1,-42.09417223924305,21.268452995546948,0.12936560748536222
207.155,robot1,-42.08868151546649,21.257878058466506,0.3338371070177133
207.205,robot1,-42.07907296894212,21.23937231127545,0.4901432978716735
207.255,robot1,-42.066312833184114,21.214796700310867,0.6097737942781609
207.305,robot1,-42.05114059925376,21.18557545994583,0.7013341368252206
207.355,robot1,-42.034122240854764,21.152798641250847,0.7714108377883806
207.405,robot1,-42.01578741163412,21.11748635191413,0.8054311303722165
207.455,robot1,-41.99723409807079,21.08175329601294,0.8052537153190317
207.505,robot1,-41.978680767044516,21.046020240621274,0.8052527273333143
207.554,robot1,-41.960127390630326,21.010287134070044,0.8052541443727853
207.605,robot1,-41.94157396565758,20.97455396703853,0.8052557102401555
207.655,robot1,-41.92302049538314,20.938820737461725,0.805257160623754
207.705,robot1,-41.90446699027016,20.903087453256862,0.8052582636611626
207.755,robot1,-41.88591346633799,20.867354131062882,0.8052588435707371
207.805,robot1,-41.86735994260169,20.831620793567513,0.8052588080858586
207.855,robot1,-41.848806438042956,20.795887465895877,0.8052581627563843
207.905,robot1,-41.830252968590365,20.76015417162023,0.8052570100653409
207.955,robot1,-41.811699544582254,20.72442092900859,0.8052555334292397
208.005,robot1,-41.79314616911193,20.688687748099888,0.8052539684070352
208.055,robot1,-41.77459283752047,20.652954629074813,0.8052525653614149
208.105,robot1,-41.75603953812637,20.617221562197326,0.8052515493411481
208.155,robot1,-41.73748625408459,20.581488529354296,0.8052510836606468
208.204,robot1,-41.718932966083486,20.545755506957732,0.8052512432319234
208.255,robot1,-41.70037965544682,20.51002246974205,0.8052520022992984
208.305,robot1,-41.68182630713596,20.47428939483389,0.8052532386578711
208.355,robot1,-41.6632729121635,20.43855626542562,0.8052547536699777
208.405,robot1,-41.64471946902656,20.402823073455686,0.8052563045530219
208.455,robot1,-41.62616598393347,20.36708982087174,0.8052576434742543
208.505,robot1,-41.60761246979584,20.3313565192906,0.8052585570306715
208.555,robot1,-41.589058944156704,20.295623188127067,0.8052588998925815
208.605,robot1,-41.57050542639036,20.2598898514989,0.80525861753849
208.655,robot1,-41.551951934618344,20.22415653439681,0.8052577547418568
208.705,robot1,-41.53339848282616,20.188423258715456,0.8052564486103299
208.755,robot1,-41.51484507863274,20.152690039763037,0.8052549071594903
208.805,robot1,-41.496291722065635,20.11695688380085,0.8052533765430121
208.855,robot1,-41.47773840554186,20.08122378701386,0.8052521018694531
208.905,robot1,-41.45918511506662,20.045490736094116,0.8052512877677286
208.955,robot1,-41.440631832466956,20.009757710360024,0.8052510651473731
