Time,Robot,PosX,PosY,Speed
226.799,robot1,-42.09500000028252,21.2700000005707,1.3483342437449396e-11
226.849,robot1,-42.09500000028287,21.27000000057141,1.3482928748340113e-11
226.899,robot1,-42.09500000028323,21.27000000057212,1.3483447549730347e-11
226.949,robot1,-42.095000000283584,21.270000000572832,1.3483553066105487e-11
226.999,robot1,-42.09500000028394,21.270000000573543,1.348345347400772e-11
227.049,robot1,-42.095000000284294,21.270000000574253,1.348276921230283e-11
227.099,robot1,-42.09500000028465,21.270000000574964,1.3483466025340913e-11
227.149,robot1,-42.095000000285005,21.270000000575674,1.3483298897962993e-11
227.199,robot1,-42.09500000028536,21.270000000576385,1.3483531810829379e-11
227.249,robot1,-42.095000000285715,21.270000000577095,1.3483406874912328e-11
227.299,robot1,-42.09500000028607,21.270000000577806,1.348353094996558e-11
227.349,robot1,-42.095000000286426,21.270000000578516,1.3483708335679894e-11
227.399,robot1,-42.09500000028678,21.270000000579227,1.3483080269867732e-11
227.449,robot1,-42.095000000287136,21.270000000579937,1.3483356352812356e-11
227.499,robot1,-42.09500000028749,21.270000000580648,1.3483528415044788e-11
227.549,robot1,-42.09500000028785,21.27000000058136,1.3483530880582608e-11
227.599,robot1,-42.0950000002882,21.27000000058207,1.3483575448473851e-11
227.649,robot1,-42.09500000028856,21.27000000058278,1.3483483160142508e-11
227.699,robot1,-42.09500000028891,21.27000000058349,1.3483563357264284e-11
227.749,robot1,-42.09500000028927,21.2700000005842,1.3483351896936426e-11
227.799,robot1,-42.09500000028962,21.27000000058491,1.3483311002553269e-11
227.849,robot1,-42.09500000028998,21.270000000585622,1.3483629159994548e-11
227.899,robot1,-42.095000000290334,21.270000000586332,1.3483201910836937e-11
227.949,robot1,-42.09500000029069,21.270000000587043,1.3483481894009274e-11
227.999,robot1,-42.095000000291044,21.270000000587753,1.3482734270211305e-11
228.049,robot1,-42.0950000002914,21.270000000588464,1.3483030467625267e-11
228.099,robot1,-42.095000000291755,21.270000000589175,1.3483316846551804e-11
228.149,robot1,-42.09500000029211,21.270000000589885,1.3483442059522757e-11
228.199,robot1,-42.095000000292465,21.270000000590596,1.3483306399403206e-11
228.249,robot1,-42.09500000029282,21.270000000591306,1.348290877803138e-11
228.299,robot1,-42.095000000293176,21.270000000592017,1.3483375163917646e-11
228.349,robot1,-42.09500000029353,21.270000000592727,1.3483534160043375e-11
228.399,robot1,-42.095000000293886,21.270000000593438,1.3483300437321163e-11
228.449,robot1,-42.09500000029424,21.27000000059415,1.3483027218030238e-11
228.499,robot1,-42.0950000002946,21.27000000059486,1.3483349205164844e-11
228.549,robot1,-42.09500000029495,21.27000000059557,1.3483160204447668e-11
228.599,robot1,-42.09500000029531,21.27000000059628,1.34833954953334e-11
