Time,Robot,PosX,PosY,Speed
383.958,robot1,-27.746547737652648,40.25314376961247,0.5706832936761739
384.057,robot1,-27.755500831351583,40.27737950158003,0.0011245490739174655
384.158,robot1,-27.755502268070465,40.27738344106377,1.9163862870960134e-07
384.258,robot1,-27.75550226680188,40.27738344147897,1.8655223602211146e-08
384.358,robot1,-27.755502267342433,40.27738344391343,2.833620828294627e-08
384.458,robot1,-27.755502268168208,40.27738344671784,2.9664124351712657e-08
384.558,robot1,-27.755502269030863,40.27738344956468,2.9754310499963545e-08
384.658,robot1,-27.755502269895917,40.27738345240849,2.967523680275745e-08
384.758,robot1,-27.755502270758637,40.27738345524302,2.9572593584814922e-08
384.858,robot1,-27.755502271618358,40.27738345806742,2.946446973894339e-08
384.958,robot1,-27.755502272474978,40.27738346088161,2.935756948560465e-08
385.058,robot1,-27.75550227332852,40.277383463685595,2.9253259937169628e-08
385.158,robot1,-27.75550227417898,40.277383466479435,2.9146644800252878e-08
385.258,robot1,-27.755502275026373,40.277383469263164,2.904084439407778e-08
385.358,robot1,-27.75550227587071,40.27738347203681,2.8935292388696846e-08
385.458,robot1,-27.755502276712008,40.27738347480041,2.8830777018992954e-08
385.558,robot1,-27.75550227755027,40.27738347755399,2.872633271833025e-08
385.658,robot1,-27.7555022783855,40.277383480297615,2.8622584797646728e-08
385.758,robot1,-27.755502279217716,40.27738348303131,2.8517930224775213e-08
385.858,robot1,-27.755502280046937,40.27738348575509,2.8414096411655488e-08
385.958,robot1,-27.755502280873166,40.277383488469006,2.831220642104096e-08
386.058,robot1,-27.755502281696412,40.27738349117308,2.8211031364590946e-08
386.158,robot1,-27.755502282516684,40.277383493867376,2.810900690801379e-08
386.258,robot1,-27.755502283334007,40.27738349655191,2.800605564082933e-08
386.357,robot1,-27.755502284148374,40.27738349922672,2.790503507565066e-08
386.458,robot1,-27.7555022849598,40.27738350189184,2.780375484207595e-08
386.558,robot1,-27.75550228576831,40.27738350454731,2.770350199292725e-08
386.658,robot1,-27.7555022865739,40.27738350719316,2.760238356989797e-08
386.758,robot1,-27.755502287376583,40.277383509829434,2.7502389181444306e-08
386.858,robot1,-27.755502288176363,40.27738351245615,2.7403161992593944e-08
386.958,robot1,-27.755502288973265,40.277383515073346,2.730394563216026e-08
387.058,robot1,-27.755502289767286,40.27738351768107,2.720382088308602e-08
387.158,robot1,-27.755502290558447,40.27738352027934,2.7106624140777433e-08
387.258,robot1,-27.75550229134675,40.27738352286821,2.7008544233498804e-08
387.358,robot1,-27.75550229213221,40.27738352544771,2.6911047986440654e-08
387.458,robot1,-27.75550229291484,40.27738352801786,2.6812825559181102e-08
387.558,robot1,-27.755502293694644,40.277383530578696,2.671582672742312e-08
387.658,robot1,-27.755502294471636,40.27738353313026,2.6618541483988565e-08
387.758,robot1,-27.75550229524583,40.27738353567258,2.65230460152418e-08
387.858,robot1,-27.755502296017227,40.27738353820569,2.64265982305151e-08
387.958,robot1,-27.75550229678584,40.27738354072962,2.6331775217404272e-08
388.058,robot1,-27.75596069163995,40.278433806482965,0.1041206311403841
388.158,robot1,-27.766955672779233,40.30517867783001,0.2917360472437307
388.257,robot1,-27.769367402705043,40.31205543988765,1.254640461539339e-05
388.358,robot1,-27.76936733734838,40.31205529987497,7.093933210245804e-08
388.458,robot1,-27.769367335863326,40.31205529837541,2.6597674218934167e-09
388.558,robot1,-27.769367335957153,40.312055298947,8.391546466611593e-09
388.658,robot1,-27.769367336268477,40.312055299802566,9.46473113860935e-09
388.758,robot1,-27.769367336608838,40.31205530069456,9.57943043130729e-09
388.858,robot1,-27.769367336952094,40.31205530158859,9.56759177937281e-09
388.958,robot1,-27.769367337294636,40.31205530247996,9.533124725965492e-09
389.058,robot1,-27.769367337635945,40.312055303367984,9.496846246076537e-09
389.158,robot1,-27.769367337975954,40.31205530425254,9.461462834255759e-09
389.258,robot1,-27.769367338314666,40.31205530513367,9.424781905285355e-09
389.358,robot1,-27.769367338652078,40.312055306011416,9.388613971428996e-09
389.458,robot1,-27.769367338988218,40.31205530688578,9.351181750344578e-09
389.558,robot1,-27.769367339323075,40.312055307756765,9.314447280473484e-09
