Time,Robot,PosX,PosY,LinX,AngZ
205902000000,robot1,-27.65006619817106,39.197750272688644,-3.063652171829296e-10,8.831389489054707e-10
206002000000,robot1,-27.650066198202264,39.19775027280904,-3.031710951868978e-10,8.863931155548427e-10
206102000000,robot1,-27.650066198233386,39.197750272929085,-3.026667573676151e-10,8.780208732411676e-10
206201000000,robot1,-27.650066198264355,39.19775027304866,-3.0263995116902384e-10,8.74764280651559e-10
206302000000,robot1,-27.650066198295303,39.19775027316776,-3.019841392283547e-10,8.77510022393867e-10
206402000000,robot1,-27.650066198326062,39.197750273286516,-2.9921902075600054e-10,8.740084145492049e-10
206502000000,robot1,-27.650066198356754,39.1977502734048,-2.98648398479845e-10,8.717308202510224e-10
206602000000,robot1,-27.650066198387318,39.19775027352274,-2.9879177674456347e-10,8.688325299617242e-10
206702000000,robot1,-27.650066198417797,39.19775027364019,-2.956885021317776e-10,8.657296511489643e-10
206802000000,robot1,-27.65006619844816,39.197750273757286,-2.957837681208587e-10,8.595840875942134e-10
206902000000,robot1,-27.650066198478417,39.197750273873964,-2.9513558401526666e-10,8.531459389121209e-10
207002000000,robot1,-27.6500661985086,39.1977502739902,-2.924821998456041e-10,8.519178508396812e-10
207101000000,robot1,-27.65006619853868,39.19775027410611,-2.922947120718438e-10,8.476184998588688e-10
207202000000,robot1,-27.65006619856865,39.19775027422162,-2.923386438982011e-10,8.411894799809266e-10
207302000000,robot1,-27.65006619859856,39.19775027433663,-2.8886560977884597e-10,8.386434252570551e-10
207402000000,robot1,-27.650066198628313,39.19775027445129,-2.887479351028529e-10,8.391469485499994e-10
207502000000,robot1,-27.65006619865795,39.19775027456559,-2.8817390713598313e-10,8.348544566339712e-10
207602000000,robot1,-27.65006619868749,39.19775027467946,-2.887721730703616e-10,8.343176442281584e-10
207702000000,robot1,-27.650066198716935,39.19775027479305,-2.852870387359981e-10,8.308406079072233e-10
207802000000,robot1,-27.650066198746288,39.19775027490606,-2.8525116739594714e-10,8.235943489162062e-10
207901000000,robot1,-27.650066198775498,39.197750275018734,-2.8464223126249637e-10,8.239046769094289e-10
208002000000,robot1,-27.65006619880465,39.197750275131085,-2.8455441142762333e-10,8.150070664766585e-10
208102000000,robot1,-27.650066198833734,39.197750275242946,-2.8133883005602804e-10,8.18916784099394e-10
208202000000,robot1,-27.650066198862664,39.19775027535449,-2.816478495416873e-10,8.198255518897626e-10
208302000000,robot1,-27.65006619889151,39.19775027546554,-2.7958819010295743e-10,8.08388644316994e-10
208402000000,robot1,-27.65006619892028,39.19775027557631,-2.7948367043961973e-10,8.063141105235116e-10
208502000000,robot1,-27.650066198948963,39.197750275686644,-2.7778195870153116e-10,8.0080636773937e-10
